id,level,title,year,month,url,journal
161,4,"Facing Covid-19 in Italy ‚ Ethics, Logistics, and Therapeutics on the Epidemic‚Äôs Front Line",2020,3,https://www.nejm.org/doi/full/10.1056/NEJMp2005492,The New England Journal of Medicine
162,4,History of Medicine: A National Medical Response to Crisis ‚ The Legacy of World War II,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2008512,The New England Journal of Medicine
163,4,Covid-19 ‚ A Reminder to Reason,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2009405,The New England Journal of Medicine
164,4,They Call Us and We Go,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2009027,The New England Journal of Medicine
165,6,Defining the Epidemiology of Covid-19 ‚ Studies Needed,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMp2002125,The New England Journal of Medicine
166,1,Covid-19 ‚ The Search for Effective Therapy,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMe2005477,The New England Journal of Medicine
167,6,Escaping Pandora‚Äôs Box ‚ Another Novel Coronavirus,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2002106,The New England Journal of Medicine
168,6,Am I Part of the Cure or Am I Part of the Disease? Keeping Coronavirus Out When a Doctor Comes Home,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2004768,The New England Journal of Medicine
169,1,Paying for Medicaid ‚ State Budgets and the Case for Expansion in the Time of Coronavirus,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMp2007124,The New England Journal of Medicine
170,1,The Untold Toll ‚ The Pandemic‚Äôs Effects on Patients without Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMms2009984,The New England Journal of Medicine
171,1,Ten Weeks to Crush the Curve,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMe2007263,The New England Journal of Medicine
172,1,"Physician Burnout, Interrupted",2020,5,https://www.nejm.org/doi/full/10.1056/NEJMp2003149,The New England Journal of Medicine
173,1,Covid-19 and the Stiff Upper Lip ‚ The Pandemic Response in the United Kingdom,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2005755,The New England Journal of Medicine
174,4,Creating a Framework for Conducting Randomized Clinical Trials during Disease Outbreaks,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMsb1905390,The New England Journal of Medicine
175,1,A Shift on the Front Line,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2007028,The New England Journal of Medicine
176,1,The Toughest Triage ‚ Allocating Ventilators in a Pandemic,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMp2005689,The New England Journal of Medicine
177,1,Rural Matters ‚ Coronavirus and the Navajo Nation,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMp2012114,The New England Journal of Medicine
178,5,Developing Covid-19 Vaccines at Pandemic Speed,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMp2005630,The New England Journal of Medicine
179,5,Clinical Characteristics of Covid-19 in China,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2005203,The New England Journal of Medicine
180,4,Universal Screening for SARS-CoV-2 in Women Admitted for Delivery,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009316,The New England Journal of Medicine
181,1,A Trial of Lopinavir‚ÄìRitonavir in Covid-19,2020,5,https://www.nejm.org/doi/full/10.1056/NEJMc2008043,The New England Journal of Medicine
182,1,Covid-19 Notes: Adaptations and Lessons in the Province of Bergamo,2020,5,https://www.nejm.org/doi/full/10.1056/NEJMc2011599,The New England Journal of Medicine
183,1,First Case of Covid-19 in the United States,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2004794,The New England Journal of Medicine
184,1,Covid-19 in South Korea ‚ Challenges of Subclinical Manifestations,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2001801,The New England Journal of Medicine
185,1,Out-of-Hospital Cardiac Arrest during the Covid-19 Outbreak in Italy,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010418,The New England Journal of Medicine
186,1,"Clinical Characteristics of Pregnant Women with Covid-19 in Wuhan, China",2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009226,The New England Journal of Medicine
187,5,Covid-19 Cases: An Uncomplicated Delivery in a Patient with Covid-19 in the United States,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2007605,The New England Journal of Medicine
188,1,Epidemiology of Covid-19,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2005157,The New England Journal of Medicine
189,1,Covid-19 Cases: Large-Vessel Stroke as a Presenting Feature of Covid-19 in the Young,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009787,The New England Journal of Medicine
190,1,ST-Segment Elevation in Patients with Covid-19 ‚ A Case Series,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009020,The New England Journal of Medicine
191,1,Death from Covid-19 of 23 Health Care Workers in China,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2005696,The New England Journal of Medicine
192,5,"Detection of Covid-19 in Children in Early January 2020 in Wuhan, China",2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2003717,The New England Journal of Medicine
193,1,Covid-19 Notes: From a Sprint to a Marathon in Hong Kong,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009790,The New England Journal of Medicine
194,7,Reduced Rate of Hospital Admissions for ACS during Covid-19 Outbreak in Northern Italy,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009166,The New England Journal of Medicine
195,6,Covid-19 Cases: Coagulopathy and Antiphospholipid Antibodies in Patients with Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2007575,The New England Journal of Medicine
196,7,"SARS-CoV-2 Infection among Travelers Returning from Wuhan, China",2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2003100,The New England Journal of Medicine
197,5,Covid-19 and Kidney Transplantation,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2011117,The New England Journal of Medicine
198,6,Covid-19 Notes: Staying Ahead of the Wave,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009409,The New England Journal of Medicine
199,1,Covid-19 in Immune-Mediated Inflammatory Diseases ‚ Case Series from New York,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009567,The New England Journal of Medicine
200,4,Covid-19 Notes: Cancer Management in India during Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2011595,The New England Journal of Medicine
201,6,Stability and Viability of SARS-CoV-2,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2007942,The New England Journal of Medicine
202,5,Early Detection of Covid-19 through a Citywide Pandemic Surveillance Platform,2020,5,https://www.nejm.org/doi/full/10.1056/NEJMc2008646,The New England Journal of Medicine
203,5,Covid-19 Cases: Immune Thrombocytopenic Purpura in a Patient with Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010472,The New England Journal of Medicine
204,5,Covid-19 Notes: Transforming ORs into ICUs,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010853,The New England Journal of Medicine
205,5,Lupus Anticoagulant and Abnormal Coagulation Tests in Patients with Covid-19,2020,5,https://www.nejm.org/doi/full/10.1056/NEJMc2013656,The New England Journal of Medicine
206,1,Children with Covid-19 in Pediatric Emergency Departments in Italy,2020,5,https://www.nejm.org/doi/full/10.1056/NEJMc2007617,The New England Journal of Medicine
207,5,Covid-19 Cases: Late-Onset Neonatal Sepsis in a Patient with Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010614,The New England Journal of Medicine
208,5,Guillain‚ÄìBarr√© Syndrome Associated with SARS-CoV-2,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009191,The New England Journal of Medicine
209,1,Clinical Characteristics of Covid-19 in New York City,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010419,The New England Journal of Medicine
210,6,Covid-19 Notes: French Pandemic Resistance,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010122,The New England Journal of Medicine
211,5,Journey of a Thai Taxi Driver and Novel Coronavirus,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2001621,The New England Journal of Medicine
212,5,Covid-19 Notes: In Pursuit of PPE,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2010025,The New England Journal of Medicine
213,5,Allocating Medical Resources in the Time of Covid-19,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2009666,The New England Journal of Medicine
214,5,A Locally Transmitted Case of SARS-CoV-2 Infection in Taiwan,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2001573,The New England Journal of Medicine
215,5,Neurologic Features in Severe SARS-CoV-2 Infection,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2008597,The New England Journal of Medicine
216,5,Visualizing Speech-Generated Oral Fluid Droplets with Laser Light Scattering,2020,4,https://www.nejm.org/doi/full/10.1056/NEJMc2007800,The New England Journal of Medicine
217,4,"Evidence of SARS-CoV-2 Infection in Returning Travelers from Wuhan, China",2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2001899,The New England Journal of Medicine
218,5,SARS-CoV-2 Viral Load in Upper Respiratory Specimens of Infected Patients,2020,3,https://www.nejm.org/doi/full/10.1056/NEJMc2001737,The New England Journal of Medicine
219,1,Responding to the COVID-19 outbreak in Singapore: Staff Protection and Staff Temperature and Sickness Surveillance Systems,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa468/5823245?searchresult=1,Clinical Infectious Diseases
220,5,The characteristics of household transmission of COVID-19,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa450/5821281?searchresult=1,Clinical Infectious Diseases
221,4,SARS-CoV-2 infection (COVID-19) in febrile infants without respiratory distress,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa452/5821305?searchresult=1,Clinical Infectious Diseases
222,7,The changing patter of COVID-19 in China: A tempo-geographic analysis of the SARS-CoV-2 epidemic,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa423/5820681?searchresult=1,Clinical Infectious Diseases
223,4,Importance of inclusion of pregnant and breastfeeding women in COVID-19 therapeutic trials,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa444/5820683?searchresult=1,Clinical Infectious Diseases
224,5,Olfactory and Gustatory Dysfunction in Coronavirus Disease 19 (COVID-19),2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa525/5827752?searchresult=1,Clinical Infectious Diseases
225,4,"Cluster of coronavirus disease 2019 (Covid-19) in the French Alps, 2020",2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa424/5819060?searchresult=1,Clinical Infectious Diseases
226,7,Early detection of SARS-CoV-2 antibodies in COVID-19 patients as a serologic marker of infection,2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa523/5827750?searchresult=1,Clinical Infectious Diseases
227,5,Factors associated with prolonged viral RNA shedding in patients with COVID-19,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa351/5818308?searchresult=1,Clinical Infectious Diseases
228,6,PCR Assays Turned Positive in 25 Discharged COVID-19 Patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa398/5817588?searchresult=1,Clinical Infectious Diseases
229,4,Towards Optimization of Hydroxychloroquine Dosing in Intensive Care Unit COVID-19 Patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa394/5816960?searchresult=1,Clinical Infectious Diseases
230,5,Early risk factors for the duration of SARS-CoV-2 viral positivity in COVID-19 patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa490/5825508?searchresult=1,Clinical Infectious Diseases
231,6,"First Mildly Ill, Non-Hospitalized Case of Coronavirus Disease 2019 (COVID-19) Without Viral Transmission in the United States ‚ Maricopa County, Arizona, 2020",2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa374/5815221?searchresult=1,Clinical Infectious Diseases
232,5,SARS-CoV-2 Is Not Detectable in the Vaginal Fluid of Women With Severe COVID-19 Infection,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa375/5815295?searchresult=1,Clinical Infectious Diseases
233,1,First reported nosocomial outbreak of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in a pediatric dialysis unit,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa491/5825509?searchresult=1,Clinical Infectious Diseases
234,1,Down-regulated gene expression spectrum and immune responses changed during the disease progression in COVID-19 patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa462/5822600?searchresult=1,Clinical Infectious Diseases
235,1,Profile of RT-PCR for SARS-CoV-2: a preliminary study from 56 COVID-19 patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa460/5822175?searchresult=1,Clinical Infectious Diseases
236,5,"A Tool to Early Predict Severe Corona Virus Disease 2019 (COVID-19) : A Multicenter Study using the Risk Nomogram in Wuhan and Guangdong, China",2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa443/5820684?searchresult=1,Clinical Infectious Diseases
237,4,Detectable serum SARS-CoV-2 viral load (RNAaemia) is closely correlated with drastically elevated interleukin 6 (IL-6) level in critically ill COVID-19 patients,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa449/5821311?searchresult=1,Clinical Infectious Diseases
238,4,Simulation of the clinical and pathological manifestations of Coronavirus Disease 2019 (COVID-19) in golden Syrian hamster model: implications for disease pathogenesis and transmissibility,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa325/5811871?searchresult=1,Clinical Infectious Diseases
239,6,Is There an Association Between COVID-19 Mortality and the Renin-Angiotensin System‚a Call for Epidemiologic Investigations,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa329/5811880?searchresult=1,Clinical Infectious Diseases
240,5,Analysis of Epidemiological and Clinical Features in Older Patients With Coronavirus Disease 2019 (COVID-19) Outside Wuhan,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa242/5811557?searchresult=1,Clinical Infectious Diseases
241,5,COVID-19 Transmission Within a Family Cluster by Presymptomatic Carriers in China,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa316/5810900?searchresult=1,Clinical Infectious Diseases
242,1,Comparative replication and immune activation profiles of SARS-CoV-2 and SARS-CoV in human lungs: an ex vivo study with implications for the pathogenesis of COVID-19,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa410/5818134?searchresult=1,Clinical Infectious Diseases
243,1,Profiling Early Humoral Response to Diagnose Novel Coronavirus Disease (COVID-19),2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa310/5810754?searchresult=1,Clinical Infectious Diseases
244,1,"Clinical characteristics of refractory COVID-19 pneumonia in Wuhan, China",2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa270/5805508?searchresult=1,Clinical Infectious Diseases
245,1,Epidemiological and Clinical Predictors of COVID-19,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa322/5811426?searchresult=1,Clinical Infectious Diseases
246,1,Clinical Characteristics of Imported Cases of Coronavirus Disease 2019 (COVID-19) in Jiangsu Province: A Multicenter Descriptive Study,2020,2,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa199/5766408?searchresult=1,Clinical Infectious Diseases
247,5,Protecting Healthcare Workers During the Coronavirus Disease 2019 (COVID-19) Outbreak: Lessons From Taiwan‚Äôs Severe Acute Respiratory Syndrome Response,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa255/5804239?searchresult=1,Clinical Infectious Diseases
248,5,"Dysregulation of Immune Response in Patients With Coronavirus 2019 (COVID-19) in Wuhan, China",2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa248/5803306?searchresult=1,Clinical Infectious Diseases
249,5,"Clinical and laboratory predictors of in-hospital mortality in patients with COVID-19: a cohort study in Wuhan, China",2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa538/5828281?searchresult=1,Clinical Infectious Diseases
250,1,"Risk Factors Associated with Clinical Outcomes in 323 COVID-19 Hospitalized Patients in Wuhan, China",2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa539/5828282?searchresult=1,Clinical Infectious Diseases
251,6,Bacterial and fungal co-infection in individuals with coronavirus: A rapid review to support COVID-19 antimicrobial prescribing,2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa530/5828058?searchresult=1,Clinical Infectious Diseases
252,4,Evaluation of COVID-19 RT-qPCR test in multi-sample pools,2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa531/5828059?searchresult=1,Clinical Infectious Diseases
253,4,"COVID-19, superinfections and antimicrobial development: What can we expect?",2020,5,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa524/5828436?searchresult=1,Clinical Infectious Diseases
254,4,Diagnosis and Management of First Case of COVID-19 in Canada: Lessons applied from SARS,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa227/5800047?searchresult=1,Clinical Infectious Diseases
255,6,Infectious Diseases Society of America Guidelines on the Treatment and Management of Patients with COVID-19,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa478/5825667?searchresult=1,Clinical Infectious Diseases
256,4,Contact tracing for COVID-19: An opportunity to reduce health disparities and End the HIV/AIDS Epidemic in the US,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa501/5825755?searchresult=1,Clinical Infectious Diseases
257,1,Computed Tomographic Imaging of 3 Patients With Coronavirus Disease 2019 Pneumonia With Negative Virus Real-time Reverse-Transcription Polymerase Chain Reaction Test,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa207/5814104?searchresult=1,Clinical Infectious Diseases
258,1,A Case of 2019 Novel Coronavirus in a Pregnant Woman With Preterm Delivery,2020,2,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa200/5771323?searchresult=1,Clinical Infectious Diseases
259,6,Spotlight on Jails: COVID-19 Mitigation Policies Needed Now,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa346/5812998?searchresult=1,Clinical Infectious Diseases
260,1,Could Chloroquine /Hydroxychloroquine Be Harmful in Coronavirus Disease 2019 (COVID-19) Treatment?,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa321/5811416?searchresult=1,Clinical Infectious Diseases
261,1,Early Virus Clearance and Delayed Antibody Response in a Case of Coronavirus Disease 2019 (COVID-19) With a History of Coinfection With Human Immunodeficiency Virus Type 1 and Hepatitis C Virus,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa408/5818121?searchresult=1,Clinical Infectious Diseases
262,6,The COVID-19 Pandemic: We Are All in This Together,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa369/5814957?searchresult=1,Clinical Infectious Diseases
263,1,Gargle Lavage as a Safe and Sensitive Alternative to Swab Samples to Diagnose COVID-19: A Case Report in Japan,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa377/5815296?searchresult=1,Clinical Infectious Diseases
264,6,Predictors of Refractory Coronavirus Disease (COVID-19) Pneumonia,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa409/5818313?searchresult=1,Clinical Infectious Diseases
265,6,Albert Camus‚Äô The Plague Revisited for COVID-19,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa454/5821271?searchresult=1,Clinical Infectious Diseases
266,1,New Measures for the Coronavirus Disease 2019 Response: A Lesson From the Wenzhou Experience,2020,4,https://academic.oup.com/cid/advance-article/5815716?searchresult=1,Clinical Infectious Diseases
267,1,A Novel Approach for a Novel Pathogen: using a home assessment team to evaluate patients for 2019 novel coronavirus (SARS-CoV-2),2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa256/5804257?searchresult=1,Clinical Infectious Diseases
268,1,Effect of throat washings on detection of 2019 novel coronavirus,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa416/5818370?searchresult=1,Clinical Infectious Diseases
269,1,Genomic Diversity of Severe Acute Respiratory Syndrome‚ÄìCoronavirus 2 in Patients With Coronavirus Disease 2019,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa203/5780800?searchresult=1,Clinical Infectious Diseases
270,1,Consistent Detection of 2019 Novel Coronavirus in Saliva,2020,2,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa149/5734265?searchresult=1,Clinical Infectious Diseases
271,4,Profile of IgG and IgM antibodies against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2),2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa489/5825506?searchresult=1,Clinical Infectious Diseases
272,1,A Glimpse Into the Origins of Genetic Diversity in the Severe Acute Respiratory Syndrome Coronavirus 2,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa213/5780151?searchresult=1,Clinical Infectious Diseases
273,1,Sequential Analysis of Viral Load in a Neonate and Her Mother Infected With Severe Acute Respiratory Syndrome Coronavirus 2,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa447/5820869?searchresult=1,Clinical Infectious Diseases
274,1,Nonpharmaceutical Interventions and Epidemic Intensity During the 2019 Novel Coronavirus Disease Pandemic,2020,4,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa432/5819528?searchresult=1,Clinical Infectious Diseases
275,1,De-isolating Coronavirus Disease 2019 Suspected Cases: A Continuing Challenge,2020,2,https://academic.oup.com/cid/advance-article/5758073?searchresult=1,Clinical Infectious Diseases
276,5,Disparities in Age-specific Morbidity and Mortality From SARS-CoV-2 in China and the Republic of Korea,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa354/5813861?searchresult=1,Clinical Infectious Diseases
277,5,Is Hydroxychloroquine a Possible Postexposure Prophylaxis Drug to Limit the Transmission to Healthcare Workers Exposed to Coronavirus Disease 2019?,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa320/5811417?searchresult=1,Clinical Infectious Diseases
278,1,Self-reported Olfactory and Taste Disorders in Patients With Severe Acute Respiratory Coronavirus 2 Infection: A Cross-sectional Study,2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa330/5811989?searchresult=1,Clinical Infectious Diseases
279,1,In Vitro Antiviral Activity and Projection of Optimized Dosing Design of Hydroxychloroquine for the Treatment of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2),2020,3,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa237/5801998?searchresult=1,Clinical Infectious Diseases
280,1,Origin and Evolution of the 2019 Novel Coronavirus,2020,2,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa112/5721420?searchresult=1,Clinical Infectious Diseases
281,1,Measles Seroprevalence and Vaccine Responses in Human Immunodeficiency Virus‚Äìinfected Adolescents and Adults: A Systematic Review,2018,11,https://academic.oup.com/cid/article/69/5/836/5188002?searchresult=1,Clinical Infectious Diseases
282,1,"Rapid Tests for Influenza, Respiratory Syncytial Virus, and Other Respiratory Viruses: A Systematic Review and Meta-analysis",2017,5,https://academic.oup.com/cid/article/65/6/1026/3829590?searchresult=1,Clinical Infectious Diseases
283,1,The Impact of Clinical Decision Support Alerts on Clostridioides difficile Testing: A Systematic Review,2020,2,https://academic.oup.com/cid/advance-article/doi/10.1093/cid/ciaa152/5736364?searchresult=1,Clinical Infectious Diseases
284,5,Global Typhoid Fever Incidence: A Systematic Review and Meta-analysis,2019,3,https://academic.oup.com/cid/article/68/Supplement_2/S105/5371236?searchresult=1,Clinical Infectious Diseases
285,1,"Efficacy of Antitoxin Therapy in Treating Patients With Foodborne Botulism: A Systematic Review and Meta-analysis of Cases, 1923‚Äì2016",2017,12,https://academic.oup.com/cid/article/66/suppl_1/S43/4780424?searchresult=1,Clinical Infectious Diseases
286,1,Epidemiologic Features and Clinical Course of Patients Infected With SARS-CoV-2 in Singapore,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762688?resultClick=1,JAMA
287,4,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) Infection in Children and Adolescents: A Systematic Review,2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2765169?resultClick=1,JAMA
288,5,Potential Effects of Coronaviruses on the Cardiovascular System: A Review,2020,3,https://jamanetwork.com/journals/jamacardiology/fullarticle/2763846?resultClick=1,JAMA
289,4,"Baseline Characteristics and Outcomes of 1591 Patients Infected With SARS-CoV-2 Admitted to ICUs of the Lombardy Region, Italy",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764365?resultClick=1,JAMA
290,4,"Neurologic Manifestations of Hospitalized Patients With Coronavirus Disease 2019 in Wuhan, China",2020,4,https://jamanetwork.com/journals/jamaneurology/fullarticle/2764549?resultClick=1,JAMA
291,4,Child Abuse Awareness Month During the Coronavirus Disease 2019 Pandemic,2020,4,https://jamanetwork.com/journals/jamapediatrics/fullarticle/2765195?resultClick=1,JAMA
292,5,Logistics of Aggressive Community Screening for Coronavirus 2019,2020,5,https://jamanetwork.com/channels/health-forum/fullarticle/2765693?resultClick=1,JAMA
293,4,Ophthalmology After Coronavirus Disease 2019 (COVID-19): Transition Back to Patient Care,2020,5,https://jamanetwork.com/journals/jamaophthalmology/fullarticle/2765643?resultClick=1,JAMA
294,7,The Potential Effects of Coronavirus on National Health Expenditures,2020,4,https://jamanetwork.com/journals/jama/fullarticle/2765381?resultClick=1,JAMA
295,5,"Hydroxychloroquine, Coronavirus Disease 2019, and QT Prolongation",2020,5,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765632?resultClick=1,JAMA
296,4,Masks and Coronavirus Disease 2019 (COVID-19),2020,4,https://jamanetwork.com/journals/jama/fullarticle/2764955?resultClick=1,JAMA
297,5,Assessment of QT Intervals in a Case Series of Patients With Coronavirus Disease 2019 (COVID-19) Infection Treated With Hydroxychloroquine Alone or in Combination With Azithromycin in an Intensive Care Unit,2020,5,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765633?resultClick=1,JAMA
298,6,Understanding Observational Treatment Comparisons in the Setting of Coronavirus Disease 2019 (COVID-19),2020,5,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765694?resultClick=1,JAMA
299,5,Rapid Development of Resident-Led Procedural Response Teams to Support Patient Care During the Coronavirus Disease 2019 Epidemic: A Surgical Workforce Activation Team,2020,4,https://jamanetwork.com/journals/jamasurgery/fullarticle/2765611?resultClick=1,JAMA
300,1,"Air, Surface Environmental, and Personal Protective Equipment Contamination by Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) From a Symptomatic Patient",2020,4,https://jamanetwork.com/journals/jama/fullarticle/2762692?resultClick=1,JAMA
301,1,"To Face Coronavirus Disease 2019, Surgeons Must Embrace Palliative Care",2020,4,https://jamanetwork.com/journals/jamasurgery/fullarticle/2765182?resultClick=1,JAMA
302,1,Mental Health in the Coronavirus Disease 2019 Emergency‚The Italian Response,2020,4,https://jamanetwork.com/journals/jamapsychiatry/fullarticle/2765557?resultClick=1,JAMA
303,5,Association of Use of Angiotensin-Converting Enzyme Inhibitors and Angiotensin II Receptor Blockers With Testing Positive for Coronavirus Disease 2019 (COVID-19),2020,5,https://jamanetwork.com/journals/jamacardiology/fullarticle/2765695?resultClick=1,JAMA
304,4,Caution Needed on the Use of Chloroquine and Hydroxychloroquine for Coronavirus Disease 2019,2020,4,https://jamanetwork.com/journals/jamanetworkopen/fullarticle/2765500?resultClick=1,JAMA
